,output_testInput,output_MR1,output_MR2,output_MR3,output_MR4,output_MR5,output_MR6
285,3,3,3,3,3,4,2
286,12,12,12,12,12,13,11
287,6,6,6,6,6,7,5
288,7,7,7,7,7,8,6
289,11,11,11,11,11,12,10
290,3,3,3,3,3,4,2
291,10,10,10,10,10,11,9
292,14,14,14,14,14,15,13
293,6,6,6,6,6,7,5
294,6,6,6,6,6,7,5
295,6,6,6,6,6,7,5
296,12,12,12,12,12,13,11
297,6,6,6,6,6,7,5
298,8,8,8,8,8,9,7
299,12,12,12,12,12,13,11
300,10,10,10,10,10,11,9
301,6,6,6,6,6,7,5
302,5,5,5,5,5,6,4
303,4,4,4,4,4,5,3
304,13,13,13,13,13,14,12
305,5,5,5,5,5,6,4
306,3,3,3,3,3,4,2
307,3,3,3,3,3,4,2
308,14,14,14,14,14,15,13
309,13,13,13,13,13,14,12
310,8,8,8,8,8,9,7
311,12,12,12,12,12,13,11
312,9,9,9,9,9,10,8
313,8,8,8,8,8,9,7
314,9,9,9,9,9,10,8
315,3,3,3,3,3,4,2
316,6,6,6,6,6,7,5
317,14,14,14,14,14,15,13
318,10,10,10,10,10,11,9
319,10,10,10,10,10,11,9
320,5,5,5,5,5,6,4
321,8,8,8,8,8,9,7
322,5,5,5,5,5,6,4
323,7,7,7,7,7,8,6
324,11,11,11,11,11,12,10
325,4,4,4,4,4,5,3
326,7,7,7,7,7,8,6
327,11,11,11,11,11,12,10
328,3,3,3,3,3,4,2
329,10,10,10,10,10,11,9
330,6,6,6,6,6,7,5
331,14,14,14,14,14,15,13
332,5,5,5,5,5,6,4
333,9,9,9,9,9,10,8
334,13,13,13,13,13,14,12
335,8,8,8,8,8,9,7
336,3,3,3,3,3,4,2
337,13,13,13,13,13,14,12
338,13,13,13,13,13,14,12
339,9,9,9,9,9,10,8
340,14,14,14,14,14,15,13
341,9,9,9,9,9,10,8
342,7,7,7,7,7,8,6
343,10,10,10,10,10,11,9
344,6,6,6,6,6,7,5
345,8,8,8,8,8,9,7
346,4,4,4,4,4,5,3
347,13,13,13,13,13,14,12
348,6,6,6,6,6,7,5
349,10,10,10,10,10,11,9
350,3,3,3,3,3,4,2
351,7,7,7,7,7,8,6
352,8,8,8,8,8,9,7
353,6,6,6,6,6,7,5
354,13,13,13,13,13,14,12
355,12,12,12,12,12,13,11
356,3,3,3,3,3,4,2
357,11,11,11,11,11,12,10
358,4,4,4,4,4,5,3
359,13,13,13,13,13,14,12
360,11,11,11,11,11,12,10
361,12,12,12,12,12,13,11
362,11,11,11,11,11,12,10
363,6,6,6,6,6,7,5
364,13,13,13,13,13,14,12
365,7,7,7,7,7,8,6
366,9,9,9,9,9,10,8
367,4,4,4,4,4,5,3
368,10,10,10,10,10,11,9
369,5,5,5,5,5,6,4
370,11,11,11,11,11,12,10
371,11,11,11,11,11,12,10
372,4,4,4,4,4,5,3
373,10,10,10,10,10,11,9
374,4,4,4,4,4,5,3
375,3,3,3,3,3,4,2
376,13,13,13,13,13,14,12
377,12,12,12,12,12,13,11
378,7,7,7,7,7,8,6
379,14,14,14,14,14,15,13
380,3,3,3,3,3,4,2
381,3,3,3,3,3,4,2
382,13,13,13,13,13,14,12
383,7,7,7,7,7,8,6
384,13,13,13,13,13,14,12
385,8,8,8,8,8,9,7
386,3,3,3,3,3,4,2
387,13,13,13,13,13,14,12
388,11,11,11,11,11,12,10
389,8,8,8,8,8,9,7
390,12,12,12,12,12,13,11
391,12,12,12,12,12,13,11
392,4,4,4,4,4,5,3
393,13,13,13,13,13,14,12
394,4,4,4,4,4,5,3
395,3,3,3,3,3,4,2
396,8,8,8,8,8,9,7
397,7,7,7,7,7,8,6
398,6,6,6,6,6,7,5
399,8,8,8,8,8,9,7
400,4,4,4,4,4,5,3
401,13,13,13,13,13,14,12
402,6,6,6,6,6,7,5
403,12,12,12,12,12,13,11
404,6,6,6,6,6,7,5
405,11,11,11,11,11,12,10
406,13,13,13,13,13,14,12
407,8,8,8,8,8,9,7
408,12,12,12,12,12,13,11
409,13,13,13,13,13,14,12
410,12,12,12,12,12,13,11
411,5,5,5,5,5,6,4
412,10,10,10,10,10,11,9
413,9,9,9,9,9,10,8
414,6,6,6,6,6,7,5
415,11,11,11,11,11,12,10
416,12,12,12,12,12,13,11
417,5,5,5,5,5,6,4
418,10,10,10,10,10,11,9
419,8,8,8,8,8,9,7
420,6,6,6,6,6,7,5
421,9,9,9,9,9,10,8
422,7,7,7,7,7,8,6
423,9,9,9,9,9,10,8
424,10,10,10,10,10,11,9
425,8,8,8,8,8,9,7
426,4,4,4,4,4,5,3
427,4,4,4,4,4,5,3
428,10,10,10,10,10,11,9
429,12,12,12,12,12,13,11
430,7,7,7,7,7,8,6
431,5,5,5,5,5,6,4
432,13,13,13,13,13,14,12
433,14,14,14,14,14,15,13
434,11,11,11,11,11,12,10
435,4,4,4,4,4,5,3
436,9,9,9,9,9,10,8
437,5,5,5,5,5,6,4
438,9,9,9,9,9,10,8
439,4,4,4,4,4,5,3
440,10,10,10,10,10,11,9
441,9,9,9,9,9,10,8
442,9,9,9,9,9,10,8
443,6,6,6,6,6,7,5
444,12,12,12,12,12,13,11
445,13,13,13,13,13,14,12
446,8,8,8,8,8,9,7
447,11,11,11,11,11,12,10
448,14,14,14,14,14,15,13
449,5,5,5,5,5,6,4
450,9,9,9,9,9,10,8
451,10,10,10,10,10,11,9
452,13,13,13,13,13,14,12
453,5,5,5,5,5,6,4
454,5,5,5,5,5,6,4
455,6,6,6,6,6,7,5
456,8,8,8,8,8,9,7
457,5,5,5,5,5,6,4
458,7,7,7,7,7,8,6
459,12,12,12,12,12,13,11
460,9,9,9,9,9,10,8
461,12,12,12,12,12,13,11
462,9,9,9,9,9,10,8
463,14,14,14,14,14,15,13
464,10,10,10,10,10,11,9
465,4,4,4,4,4,5,3
466,3,3,3,3,3,4,2
467,10,10,10,10,10,11,9
468,6,6,6,6,6,7,5
469,14,14,14,14,14,15,13
470,10,10,10,10,10,11,9
471,5,5,5,5,5,6,4
472,11,11,11,11,11,12,10
473,12,12,12,12,12,13,11
474,10,10,10,10,10,11,9
475,11,11,11,11,11,12,10
476,13,13,13,13,13,14,12
477,10,10,10,10,10,11,9
478,4,4,4,4,4,5,3
479,14,14,14,14,14,15,13
480,5,5,5,5,5,6,4
481,9,9,9,9,9,10,8
482,14,14,14,14,14,15,13
483,3,3,3,3,3,4,2
484,14,14,14,14,14,15,13
485,7,7,7,7,7,8,6
486,13,13,13,13,13,14,12
487,14,14,14,14,14,15,13
488,3,3,3,3,3,4,2
489,7,7,7,7,7,8,6
490,7,7,7,7,7,8,6
491,11,11,11,11,11,12,10
492,5,5,5,5,5,6,4
493,7,7,7,7,7,8,6
494,8,8,8,8,8,9,7
495,6,6,6,6,6,7,5
496,13,13,13,13,13,14,12
497,7,7,7,7,7,8,6
498,6,6,6,6,6,7,5
499,3,3,3,3,3,4,2
500,11,11,11,11,11,12,10
501,14,14,14,14,14,15,13
502,6,6,6,6,6,7,5
503,5,5,5,5,5,6,4
504,9,9,9,9,9,10,8
505,4,4,4,4,4,5,3
506,3,3,3,3,3,4,2
507,12,12,12,12,12,13,11
508,4,4,4,4,4,5,3
509,9,9,9,9,9,10,8
510,6,6,6,6,6,7,5
511,13,13,13,13,13,14,12
512,11,11,11,11,11,12,10
513,7,7,7,7,7,8,6
514,5,5,5,5,5,6,4
515,9,9,9,9,9,10,8
516,8,8,8,8,8,9,7
517,4,4,4,4,4,5,3
518,12,12,12,12,12,13,11
519,6,6,6,6,6,7,5
520,12,12,12,12,12,13,11
521,8,8,8,8,8,9,7
522,3,3,3,3,3,4,2
523,7,7,7,7,7,8,6
524,5,5,5,5,5,6,4
525,13,13,13,13,13,14,12
526,9,9,9,9,9,10,8
527,12,12,12,12,12,13,11
528,6,6,6,6,6,7,5
529,13,13,13,13,13,14,12
530,13,13,13,13,13,14,12
531,13,13,13,13,13,14,12
532,10,10,10,10,10,11,9
533,10,10,10,10,10,11,9
534,5,5,5,5,5,6,4
535,10,10,10,10,10,11,9
536,10,10,10,10,10,11,9
537,13,13,13,13,13,14,12
538,5,5,5,5,5,6,4
539,9,9,9,9,9,10,8
540,4,4,4,4,4,5,3
541,4,4,4,4,4,5,3
542,6,6,6,6,6,7,5
543,3,3,3,3,3,4,2
544,13,13,13,13,13,14,12
545,5,5,5,5,5,6,4
546,10,10,10,10,10,11,9
547,9,9,9,9,9,10,8
548,8,8,8,8,8,9,7
549,3,3,3,3,3,4,2
550,8,8,8,8,8,9,7
551,13,13,13,13,13,14,12
552,4,4,4,4,4,5,3
553,13,13,13,13,13,14,12
554,11,11,11,11,11,12,10
555,13,13,13,13,13,14,12
556,10,10,10,10,10,11,9
557,13,13,13,13,13,14,12
558,12,12,12,12,12,13,11
559,12,12,12,12,12,13,11
560,14,14,14,14,14,15,13
561,9,9,9,9,9,10,8
562,13,13,13,13,13,14,12
563,14,14,14,14,14,15,13
564,7,7,7,7,7,8,6
565,8,8,8,8,8,9,7
566,8,8,8,8,8,9,7
567,14,14,14,14,14,15,13
568,5,5,5,5,5,6,4
569,7,7,7,7,7,8,6
570,3,3,3,3,3,4,2
571,3,3,3,3,3,4,2
572,4,4,4,4,4,5,3
573,6,6,6,6,6,7,5
574,7,7,7,7,7,8,6
575,10,10,10,10,10,11,9
576,12,12,12,12,12,13,11
577,10,10,10,10,10,11,9
578,7,7,7,7,7,8,6
579,5,5,5,5,5,6,4
580,8,8,8,8,8,9,7
581,11,11,11,11,11,12,10
582,7,7,7,7,7,8,6
583,3,3,3,3,3,4,2
584,9,9,9,9,9,10,8
585,9,9,9,9,9,10,8
586,8,8,8,8,8,9,7
587,14,14,14,14,14,15,13
588,6,6,6,6,6,7,5
589,10,10,10,10,10,11,9
590,13,13,13,13,13,14,12
591,12,12,12,12,12,13,11
592,8,8,8,8,8,9,7
593,4,4,4,4,4,5,3
594,6,6,6,6,6,7,5
595,7,7,7,7,7,8,6
596,13,13,13,13,13,14,12
597,8,8,8,8,8,9,7
598,3,3,3,3,3,4,2
599,7,7,7,7,7,8,6
600,3,3,3,3,3,4,2
601,10,10,10,10,10,11,9
602,10,10,10,10,10,11,9
603,7,7,7,7,7,8,6
604,10,10,10,10,10,11,9
605,11,11,11,11,11,12,10
606,13,13,13,13,13,14,12
607,12,12,12,12,12,13,11
608,5,5,5,5,5,6,4
609,12,12,12,12,12,13,11
610,8,8,8,8,8,9,7
611,9,9,9,9,9,10,8
612,9,9,9,9,9,10,8
613,8,8,8,8,8,9,7
614,3,3,3,3,3,4,2
615,4,4,4,4,4,5,3
616,7,7,7,7,7,8,6
617,14,14,14,14,14,15,13
618,7,7,7,7,7,8,6
619,14,14,14,14,14,15,13
620,13,13,13,13,13,14,12
621,12,12,12,12,12,13,11
622,6,6,6,6,6,7,5
623,9,9,9,9,9,10,8
624,11,11,11,11,11,12,10
625,10,10,10,10,10,11,9
626,13,13,13,13,13,14,12
627,5,5,5,5,5,6,4
628,14,14,14,14,14,15,13
629,4,4,4,4,4,5,3
630,14,14,14,14,14,15,13
631,5,5,5,5,5,6,4
632,5,5,5,5,5,6,4
633,13,13,13,13,13,14,12
634,12,12,12,12,12,13,11
635,14,14,14,14,14,15,13
636,7,7,7,7,7,8,6
637,10,10,10,10,10,11,9
638,3,3,3,3,3,4,2
639,11,11,11,11,11,12,10
640,9,9,9,9,9,10,8
641,9,9,9,9,9,10,8
642,7,7,7,7,7,8,6
643,9,9,9,9,9,10,8
644,10,10,10,10,10,11,9
645,13,13,13,13,13,14,12
646,4,4,4,4,4,5,3
647,5,5,5,5,5,6,4
648,7,7,7,7,7,8,6
649,4,4,4,4,4,5,3
650,6,6,6,6,6,7,5
651,8,8,8,8,8,9,7
652,14,14,14,14,14,15,13
653,9,9,9,9,9,10,8
654,10,10,10,10,10,11,9
655,3,3,3,3,3,4,2
656,8,8,8,8,8,9,7
657,12,12,12,12,12,13,11
658,3,3,3,3,3,4,2
659,4,4,4,4,4,5,3
660,7,7,7,7,7,8,6
661,10,10,10,10,10,11,9
662,8,8,8,8,8,9,7
663,13,13,13,13,13,14,12
664,9,9,9,9,9,10,8
665,6,6,6,6,6,7,5
666,10,10,10,10,10,11,9
667,8,8,8,8,8,9,7
668,5,5,5,5,5,6,4
669,7,7,7,7,7,8,6
670,10,10,10,10,10,11,9
671,4,4,4,4,4,5,3
672,5,5,5,5,5,6,4
673,3,3,3,3,3,4,2
674,12,12,12,12,12,13,11
675,6,6,6,6,6,7,5
676,5,5,5,5,5,6,4
677,11,11,11,11,11,12,10
678,4,4,4,4,4,5,3
679,9,9,9,9,9,10,8
680,8,8,8,8,8,9,7
681,9,9,9,9,9,10,8
682,7,7,7,7,7,8,6
683,6,6,6,6,6,7,5
684,10,10,10,10,10,11,9
685,8,8,8,8,8,9,7
686,7,7,7,7,7,8,6
687,7,7,7,7,7,8,6
688,6,6,6,6,6,7,5
689,11,11,11,11,11,12,10
690,3,3,3,3,3,4,2
691,7,7,7,7,7,8,6
692,3,3,3,3,3,4,2
693,5,5,5,5,5,6,4
694,9,9,9,9,9,10,8
695,9,9,9,9,9,10,8
696,4,4,4,4,4,5,3
697,12,12,12,12,12,13,11
698,8,8,8,8,8,9,7
699,10,10,10,10,10,11,9
700,12,12,12,12,12,13,11
701,7,7,7,7,7,8,6
702,8,8,8,8,8,9,7
703,6,6,6,6,6,7,5
704,7,7,7,7,7,8,6
705,7,7,7,7,7,8,6
706,13,13,13,13,13,14,12
707,10,10,10,10,10,11,9
708,4,4,4,4,4,5,3
709,11,11,11,11,11,12,10
710,4,4,4,4,4,5,3
711,14,14,14,14,14,15,13
712,13,13,13,13,13,14,12
713,4,4,4,4,4,5,3
714,12,12,12,12,12,13,11
715,13,13,13,13,13,14,12
716,8,8,8,8,8,9,7
717,13,13,13,13,13,14,12
718,5,5,5,5,5,6,4
719,4,4,4,4,4,5,3
720,10,10,10,10,10,11,9
721,11,11,11,11,11,12,10
722,6,6,6,6,6,7,5
723,6,6,6,6,6,7,5
724,10,10,10,10,10,11,9
725,11,11,11,11,11,12,10
726,4,4,4,4,4,5,3
727,9,9,9,9,9,10,8
728,6,6,6,6,6,7,5
729,9,9,9,9,9,10,8
730,3,3,3,3,3,4,2
731,7,7,7,7,7,8,6
732,9,9,9,9,9,10,8
733,8,8,8,8,8,9,7
734,7,7,7,7,7,8,6
735,8,8,8,8,8,9,7
736,7,7,7,7,7,8,6
737,9,9,9,9,9,10,8
738,10,10,10,10,10,11,9
739,13,13,13,13,13,14,12
740,11,11,11,11,11,12,10
741,13,13,13,13,13,14,12
742,8,8,8,8,8,9,7
743,12,12,12,12,12,13,11
744,13,13,13,13,13,14,12
745,3,3,3,3,3,4,2
746,10,10,10,10,10,11,9
747,3,3,3,3,3,4,2
748,4,4,4,4,4,5,3
749,4,4,4,4,4,5,3
750,9,9,9,9,9,10,8
751,14,14,14,14,14,15,13
752,4,4,4,4,4,5,3
753,13,13,13,13,13,14,12
754,12,12,12,12,12,13,11
755,10,10,10,10,10,11,9
756,9,9,9,9,9,10,8
757,8,8,8,8,8,9,7
758,11,11,11,11,11,12,10
759,14,14,14,14,14,15,13
760,12,12,12,12,12,13,11
761,5,5,5,5,5,6,4
762,8,8,8,8,8,9,7
763,3,3,3,3,3,4,2
764,7,7,7,7,7,8,6
765,9,9,9,9,9,10,8
766,6,6,6,6,6,7,5
767,14,14,14,14,14,15,13
768,14,14,14,14,14,15,13
769,14,14,14,14,14,15,13
770,14,14,14,14,14,15,13
771,7,7,7,7,7,8,6
772,5,5,5,5,5,6,4
773,11,11,11,11,11,12,10
774,14,14,14,14,14,15,13
775,10,10,10,10,10,11,9
776,4,4,4,4,4,5,3
777,4,4,4,4,4,5,3
778,9,9,9,9,9,10,8
779,12,12,12,12,12,13,11
780,4,4,4,4,4,5,3
781,13,13,13,13,13,14,12
782,8,8,8,8,8,9,7
783,11,11,11,11,11,12,10
784,11,11,11,11,11,12,10
785,8,8,8,8,8,9,7
786,5,5,5,5,5,6,4
787,6,6,6,6,6,7,5
788,6,6,6,6,6,7,5
789,8,8,8,8,8,9,7
790,12,12,12,12,12,13,11
791,8,8,8,8,8,9,7
792,14,14,14,14,14,15,13
793,10,10,10,10,10,11,9
794,3,3,3,3,3,4,2
795,7,7,7,7,7,8,6
796,3,3,3,3,3,4,2
797,12,12,12,12,12,13,11
798,4,4,4,4,4,5,3
799,10,10,10,10,10,11,9
800,3,3,3,3,3,4,2
801,7,7,7,7,7,8,6
802,3,3,3,3,3,4,2
803,14,14,14,14,14,15,13
804,3,3,3,3,3,4,2
805,4,4,4,4,4,5,3
806,8,8,8,8,8,9,7
807,12,12,12,12,12,13,11
808,14,14,14,14,14,15,13
809,4,4,4,4,4,5,3
810,10,10,10,10,10,11,9
811,13,13,13,13,13,14,12
812,14,14,14,14,14,15,13
813,11,11,11,11,11,12,10
814,7,7,7,7,7,8,6
815,5,5,5,5,5,6,4
816,12,12,12,12,12,13,11
817,14,14,14,14,14,15,13
818,14,14,14,14,14,15,13
819,3,3,3,3,3,4,2
820,7,7,7,7,7,8,6
821,3,3,3,3,3,4,2
822,9,9,9,9,9,10,8
823,8,8,8,8,8,9,7
824,9,9,9,9,9,10,8
825,7,7,7,7,7,8,6
826,4,4,4,4,4,5,3
827,11,11,11,11,11,12,10
828,10,10,10,10,10,11,9
829,5,5,5,5,5,6,4
830,5,5,5,5,5,6,4
831,6,6,6,6,6,7,5
832,8,8,8,8,8,9,7
833,10,10,10,10,10,11,9
834,12,12,12,12,12,13,11
835,12,12,12,12,12,13,11
836,10,10,10,10,10,11,9
837,9,9,9,9,9,10,8
838,6,6,6,6,6,7,5
839,10,10,10,10,10,11,9
840,7,7,7,7,7,8,6
841,10,10,10,10,10,11,9
842,6,6,6,6,6,7,5
843,13,13,13,13,13,14,12
844,8,8,8,8,8,9,7
845,12,12,12,12,12,13,11
846,11,11,11,11,11,12,10
847,13,13,13,13,13,14,12
848,13,13,13,13,13,14,12
849,12,12,12,12,12,13,11
850,9,9,9,9,9,10,8
851,3,3,3,3,3,4,2
852,10,10,10,10,10,11,9
853,5,5,5,5,5,6,4
854,10,10,10,10,10,11,9
855,7,7,7,7,7,8,6
856,13,13,13,13,13,14,12
857,6,6,6,6,6,7,5
858,10,10,10,10,10,11,9
859,8,8,8,8,8,9,7
860,12,12,12,12,12,13,11
861,13,13,13,13,13,14,12
862,5,5,5,5,5,6,4
863,12,12,12,12,12,13,11
864,7,7,7,7,7,8,6
865,14,14,14,14,14,15,13
866,10,10,10,10,10,11,9
867,14,14,14,14,14,15,13
868,3,3,3,3,3,4,2
