,output_testInput,output_MR1,output_MR2,output_MR3,output_MR4,output_MR5,output_MR6
23635,6,6,10,24,0.0454545455,4,6
23636,3,3,7,12,0.0212765957,3,3
23637,14,14,18,56,0.0204081633,4,14
23638,1,1,5,4,0.0204081633,1,1
23639,1,1,5,4,0.023255814,1,1
23640,2,2,6,8,0.0217391304,2,19
23641,6,6,10,24,0.0344827586,4,6
23642,10,10,14,40,0.0238095238,4,10
23643,1,1,5,4,0.0212765957,1,1
23644,21,21,25,84,0.0208333333,4,21
23645,10,10,14,40,0.0227272727,4,10
23646,3,3,7,12,0.0212765957,3,3
23647,8,8,12,32,0.0208333333,4,8
23648,6,6,10,24,0.0204081633,4,6
23649,9,9,13,36,0.0243902439,4,9
23650,2,2,6,8,0.0222222222,2,2
23651,19,19,23,76,0.0208333333,4,19
23652,23,23,27,92,0.0243902439,4,23
23653,3,3,7,12,0.0204081633,3,3
23654,19,19,23,76,0.0217391304,4,19
23655,7,7,11,28,0.0322580645,4,7
23656,2,2,6,8,0.0285714286,2,2
23657,1,1,5,4,0.0208333333,1,1
23658,1,1,5,4,0.0243902439,1,1
23659,18,18,22,72,0.0208333333,4,18
23660,1,1,5,4,0.023255814,1,1
23661,10,10,14,40,0.0204081633,4,11
23662,3,3,7,12,0.0204081633,3,3
23663,6,6,10,24,0.0217391304,4,6
23664,28,28,32,112,0.023255814,4,28
23665,3,3,7,12,0.025,3,3
23666,4,4,8,16,0.0416666667,4,4
23667,3,3,7,12,0.0357142857,3,3
23668,4,4,8,16,0.0217391304,4,4
23669,2,2,6,8,0.0204081633,2,2
23670,7,7,11,28,0.0208333333,4,7
23671,20,20,24,80,0.0217391304,4,21
23672,6,6,10,24,0.0204081633,4,6
23673,12,12,16,48,0.0217391304,4,12
23674,9,9,13,36,0.0204081633,4,9
23675,10,10,14,40,0.0208333333,4,10
23676,7,7,11,28,0.0208333333,4,7
23677,2,2,6,8,0.0204081633,2,2
23678,1,1,5,4,0.0204081633,1,1
23679,3,3,7,12,0.0204081633,3,3
23680,6,6,10,24,0.0222222222,4,6
23681,1,1,5,4,0.023255814,1,1
23682,6,6,10,24,0.023255814,4,6
23683,2,2,6,8,0.0243902439,2,2
23684,13,13,17,52,0.0256410256,4,13
23685,10,10,14,40,0.0238095238,4,10
23686,4,4,8,16,0.0208333333,4,4
23687,2,2,6,8,0.0222222222,2,2
23688,7,7,11,28,0.0256410256,4,7
23689,3,3,7,12,0.0204081633,3,3
23690,2,2,6,8,0.0256410256,2,6
23691,1,1,5,4,0.0204081633,1,1
23692,2,2,6,8,0.03125,2,2
23693,11,11,15,44,0.0212765957,4,11
23694,10,10,14,40,0.023255814,4,37
23695,2,2,6,8,0.023255814,2,2
23696,18,18,22,72,0.023255814,4,18
23697,19,19,23,76,0.0204081633,4,19
23698,11,11,15,44,0.0208333333,4,11
23699,1,1,5,4,0.0204081633,1,1
23700,16,16,20,64,0.0217391304,4,16
23701,8,8,12,32,0.0204081633,4,8
23702,4,4,8,16,0.0222222222,4,4
23703,4,4,8,16,0.0333333333,4,4
23704,26,26,30,104,0.0294117647,4,26
23705,16,16,20,64,0.0212765957,4,16
23706,4,4,8,16,0.0243902439,4,4
23707,1,1,5,4,0.0208333333,1,1
23708,3,3,7,12,0.0204081633,3,3
23709,2,2,6,8,0.0227272727,2,2
23710,4,4,8,16,0.0208333333,4,4
23711,9,9,13,36,0.0222222222,4,9
23712,1,1,5,4,0.0588235294,1,1
23713,6,6,10,24,0.023255814,4,8
23714,11,11,15,44,0.0217391304,4,11
23715,8,8,12,32,0.0227272727,4,8
23716,11,11,15,44,0.0256410256,4,11
23717,6,6,10,24,0.0277777778,4,6
23718,18,18,22,72,0.0208333333,4,18
23719,15,15,19,60,0.0204081633,4,16
23720,1,1,5,4,0.0204081633,1,1
23721,1,1,5,4,0.0256410256,1,1
23722,12,12,16,48,0.0208333333,4,12
23723,4,4,8,16,0.0238095238,4,4
23724,2,2,6,8,0.03125,2,2
23725,2,2,6,8,0.0212765957,2,12
23726,10,10,14,40,0.023255814,4,10
23727,2,2,6,8,0.0204081633,2,2
23728,2,2,6,8,0.0243902439,2,9
23729,3,3,7,12,0.0217391304,3,3
23730,1,1,5,4,0.0227272727,1,1
23731,1,1,5,4,0.0227272727,1,1
23732,2,2,6,8,0.0208333333,2,2
23733,9,9,13,36,0.0212765957,4,9
23734,1,1,5,4,0.0204081633,1,1
23735,1,1,5,4,0.0204081633,1,1
23736,5,5,9,20,0.0227272727,4,5
23737,13,13,17,52,0.0212765957,4,13
23738,1,1,5,4,0.0208333333,1,1
23739,6,6,10,24,0.0263157895,4,6
23740,12,12,16,48,0.0333333333,4,12
23741,4,4,8,16,0.023255814,4,4
23742,10,10,14,40,0.023255814,4,10
23743,4,4,8,16,0.0238095238,4,4
23744,4,4,8,16,0.0344827586,4,4
23745,4,4,8,16,0.0227272727,4,4
23746,1,1,5,4,0.0222222222,1,1
23747,3,3,7,12,0.0277777778,3,3
23748,9,9,13,36,0.0204081633,4,9
23749,7,7,11,28,0.0217391304,4,7
23750,9,9,13,36,0.0227272727,4,9
23751,6,6,10,24,0.0294117647,4,6
23752,1,1,5,4,0.0204081633,1,1
23753,5,5,9,20,0.025,4,5
23754,7,7,11,28,0.0227272727,4,7
23755,15,15,19,60,0.0222222222,4,15
23756,6,6,10,24,0.0204081633,4,6
23757,6,6,10,24,0.0227272727,4,6
23758,13,13,17,52,0.023255814,4,13
23759,11,11,15,44,0.0222222222,4,11
23760,4,4,8,16,0.0227272727,4,4
23761,3,3,7,12,0.0217391304,3,3
23762,2,2,6,8,0.03125,2,2
23763,9,9,13,36,0.0208333333,4,9
23764,7,7,11,28,0.0217391304,4,7
23765,4,4,8,16,0.0227272727,4,4
23766,18,18,22,72,0.0208333333,4,18
23767,9,9,13,36,0.023255814,4,9
23768,2,2,6,8,0.0212765957,2,4
23769,5,5,9,20,0.0208333333,4,5
23770,18,18,22,72,0.0204081633,4,18
23771,20,20,24,80,0.037037037,4,20
23772,8,8,12,32,0.0204081633,4,8
23773,5,5,9,20,0.0204081633,4,5
23774,7,7,11,28,0.0256410256,4,13
23775,4,4,8,16,0.0227272727,4,4
23776,8,8,12,32,0.0204081633,4,8
23777,1,1,5,4,0.025,1,1
23778,7,7,11,28,0.0217391304,4,7
23779,19,19,23,76,0.0208333333,4,19
23780,2,2,6,8,0.0208333333,2,2
23781,2,2,6,8,0.0204081633,2,2
23782,3,3,7,12,0.0208333333,3,3
23783,8,8,12,32,0.0208333333,4,8
23784,1,1,5,4,0.0208333333,1,1
23785,2,2,6,8,0.0217391304,2,2
23786,25,25,29,100,0.0204081633,4,25
23787,1,1,5,4,0.0222222222,1,1
23788,8,8,12,32,0.0204081633,4,8
23789,29,29,33,116,0.0227272727,4,29
23790,6,6,10,24,0.0204081633,4,6
23791,10,10,14,40,0.0204081633,4,10
23792,5,5,9,20,0.0222222222,4,5
23793,2,2,6,8,0.0222222222,2,2
23794,6,6,10,24,0.0212765957,4,6
23795,10,10,14,40,0.0212765957,4,10
23796,10,10,14,40,0.0227272727,4,10
23797,2,2,6,8,0.0208333333,2,2
23798,8,8,12,32,0.0222222222,4,8
23799,2,2,6,8,0.0212765957,2,2
23800,14,14,18,56,0.0222222222,4,21
23801,5,5,9,20,0.0204081633,4,5
23802,9,9,13,36,0.0204081633,4,9
23803,1,1,5,4,0.0222222222,1,1
23804,2,2,6,8,0.0454545455,2,2
23805,9,9,13,36,0.0208333333,4,9
23806,8,8,12,32,0.0217391304,4,8
23807,7,7,11,28,0.0227272727,4,30
23808,4,4,8,16,0.0217391304,4,4
23809,5,5,9,20,0.0217391304,4,10
