,output_testInput,output_MR1,output_MR2,output_MR3,output_MR4,output_MR5,output_MR6,MR1_checker,MR2_checker,MR3_checker,MR4_checker,MR5_checker,MR6_checker
2360,1.0611532224746254,1.0611532224746254,1.0746716538634222,1.0611532224746254,1.0543100726459054,1.247951194056949,0.6365141682948128,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
2361,,,,,,d/0,,Violated,Violated,Violated,Violated,NA -> d/0,Violated
2362,1.8129672199389448,1.8129672199389448,,1.8129672199389448,1.5737757934513175,,1.6513591989698662,Not-violated,Violated,Not-violated,Not-violated,Violated,Not-violated
2363,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
2364,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
2365,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
2366,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
2367,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
2368,0.45056120886630463,0.45056120886630463,0.9165525293817653,0.45056120886630463,d/0,0.8608513906312316,-0.0,Not-violated,Not-violated,Not-violated,NA -> d/0,Not-violated,Not-violated
2369,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
2370,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
2371,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
