,output_testInput,output_MR1,output_MR2,output_MR3,output_MR4,output_MR5,output_MR6,MR1_checker,MR2_checker,MR3_checker,MR4_checker,MR5_checker,MR6_checker
0,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
1,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
2,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
3,,,d/0,,,,,Violated,NA -> d/0,Violated,Violated,Violated,Violated
4,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
5,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
6,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
7,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
8,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
9,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
10,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
11,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
12,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
13,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
14,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
15,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
16,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
17,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
18,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
19,,,,,,,d/0,Violated,Violated,Violated,Violated,Violated,NA -> d/0
20,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
21,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
22,1.7077475356589376,1.7077475356589376,1.7382072198744736,1.7077475356589376,1.695968243941963,1.8058400176413267,1.5096264906546344,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
23,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
24,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
25,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
26,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
27,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
28,,,,,d/0,,-0.0,Violated,Violated,Violated,NA -> d/0,Violated,Violated
29,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
30,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
31,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
32,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
33,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
34,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
35,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
36,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
37,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
38,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
39,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
40,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
41,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
42,1.072016968563193,1.072016968563193,1.3598563606402483,1.072016968563193,d/0,1.252762968495368,0.6698932216137069,Not-violated,Not-violated,Not-violated,NA -> d/0,Not-violated,Not-violated
43,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
44,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
45,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
46,,,,,,,0.6591525038229908,Violated,Violated,Violated,Violated,Violated,Violated
47,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
48,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
49,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
50,0.8030836701205181,0.8030836701205181,0.9347698978582792,0.8030836701205181,0.4094586186417212,1.0158732501496575,0.2145591551764051,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
51,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
52,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
53,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
54,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
55,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
56,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
57,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
58,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
59,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
60,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
61,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
62,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
63,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
64,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
65,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
66,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
67,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
68,,,,,,,d/0,Violated,Violated,Violated,Violated,Violated,NA -> d/0
69,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
70,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
71,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
72,,,1.5763897439427126,,,,,Violated,Violated,Violated,Violated,Violated,Violated
73,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
74,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
75,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
76,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
77,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
78,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
79,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
80,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
81,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
82,0.880241970754113,0.8802419707541131,0.9813142444383203,0.880241970754113,0.7036807611221144,1.1088484408077643,0.6759010305740114,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
83,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
84,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
85,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
86,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
87,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
88,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
89,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
90,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
91,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
92,,,,,,,0.9681898316879867,Violated,Violated,Violated,Violated,Violated,Violated
93,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
94,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
95,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
96,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
97,d/0,d/0,,d/0,,,,NA -> d/0,something happend,NA -> d/0,something happend,something happend,something happend
98,,,,,,,1.0820397581034544,Violated,Violated,Violated,Violated,Violated,Violated
99,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
100,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
101,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
102,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
103,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
104,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
105,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
106,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
107,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
108,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
109,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
110,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
111,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
112,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
113,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
114,,,,,,,0.6911927820032008,Violated,Violated,Violated,Violated,Violated,Violated
115,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
116,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
117,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
118,,,,,,,0.8721383253204975,Violated,Violated,Violated,Violated,Violated,Violated
119,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
120,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
121,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
122,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
123,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
124,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
125,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
126,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
127,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
128,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
129,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
130,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
131,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
132,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
133,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
134,1.2124354897014127,1.212435489701413,1.0333199116827867,1.2124354897014127,1.2080066967842722,,0.9985793315873921,Not-violated,Violated,Not-violated,Not-violated,Violated,Not-violated
135,,,,,,,0.6890092384766586,Violated,Violated,Violated,Violated,Violated,Violated
136,0.8595276305549484,0.8595276305549484,1.1223956014645284,0.8595276305549484,d/0,1.0554514403448552,0.3250829733914482,Not-violated,Not-violated,Not-violated,NA -> d/0,Not-violated,Not-violated
137,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
138,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
139,,,,,,,0.6896709283570267,Violated,Violated,Violated,Violated,Violated,Violated
140,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
141,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
142,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
143,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
144,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
145,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
146,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
147,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
148,,,0.8889636252208484,,,,,Violated,Violated,Violated,Violated,Violated,Violated
149,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
150,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
151,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
152,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
153,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
154,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
155,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
156,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
157,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
158,1.0549201679861442,1.0549201679861442,1.0158321747121084,1.0549201679861442,1.0397207707186171,,0.6365141682948128,Not-violated,Violated,Not-violated,Not-violated,Violated,Not-violated
159,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
160,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
161,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
162,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
163,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
164,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
165,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
166,,,0.8292958063087608,,,,,Violated,Violated,Violated,Violated,Violated,Violated
167,,,,,,,1.4481512276039037,Violated,Violated,Violated,Violated,Violated,Violated
168,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
169,1.0795295733255186,1.0795295733255184,1.0897973126663918,1.0795295733255186,1.0807799792284387,1.3306281089500502,0.6829081047004717,Not-violated,Not-violated,Not-violated,Violated,Not-violated,Not-violated
170,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
171,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
172,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
173,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
174,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
175,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
176,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
177,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
178,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
179,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
180,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
181,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
182,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
183,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
184,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
185,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
186,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
187,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
188,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
189,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
190,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
191,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
192,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
193,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
194,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
195,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
196,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
197,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
198,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
199,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
200,1.068503169303051,1.068503169303051,1.050493197496833,1.068503169303051,1.0604976660398715,,0.6517565611726531,Not-violated,Violated,Not-violated,Not-violated,Violated,Not-violated
201,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
202,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
203,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
204,1.6922309726570064,1.6922309726570064,1.5633802518938082,1.6922309726570064,1.7179210690546318,,1.5000357698792268,Not-violated,Violated,Not-violated,Violated,Violated,Not-violated
205,,,,,,d/0,,Violated,Violated,Violated,Violated,NA -> d/0,Violated
206,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
207,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
208,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
209,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
210,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
211,1.312976876587138,1.312976876587138,1.4854616657350337,1.312976876587138,1.258394339609888,1.5038513784699794,1.2018230237648533,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
212,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
213,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
214,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
215,0.8451132568429528,0.8451132568429528,,0.8451132568429528,0.5885482736216557,,0.34883209584303193,Not-violated,Violated,Not-violated,Not-violated,Violated,Not-violated
216,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
217,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
218,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
219,,,d/0,,,,,Violated,NA -> d/0,Violated,Violated,Violated,Violated
220,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
221,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
222,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
223,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
224,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
225,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
226,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
227,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
228,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
229,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
230,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
231,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
232,,,,,,,1.077005778047344,Violated,Violated,Violated,Violated,Violated,Violated
233,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
234,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
235,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
236,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
237,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
238,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
239,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
240,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
241,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
242,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
243,0.9949236325717752,0.9949236325717752,1.0670938948757507,0.9949236325717752,1.0114042647304566,1.30130555043691,0.6365141682948128,Not-violated,Not-violated,Not-violated,Violated,Not-violated,Not-violated
244,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
245,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
246,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
247,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
248,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
249,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
250,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
251,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
252,0.9173573878312138,0.9173573878312139,0.5623351446188083,0.9173573878312138,0.908326597580221,,0.6108643020548935,Not-violated,Violated,Not-violated,Not-violated,Violated,Not-violated
253,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
254,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
255,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
256,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
257,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
258,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
259,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
260,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
261,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
262,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
263,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
264,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
265,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
266,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
267,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
268,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
269,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
270,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
271,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
272,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
273,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
274,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
275,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
276,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
277,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
278,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
279,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
280,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
281,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
282,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
283,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
284,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
285,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
286,1.068503169303051,1.068503169303051,1.0779848185962804,1.068503169303051,1.0604976660398715,1.2355133799280695,0.6517565611726531,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
287,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
288,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
289,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
290,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
291,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
292,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
293,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
294,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
295,0.8486855577264172,0.8486855577264172,d/0,0.8486855577264172,0.8979457248848726,,0.6365141682948128,Not-violated,NA -> d/0,Not-violated,Violated,Violated,Not-violated
296,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
297,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
298,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
299,,,1.8919870452140568,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
300,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
301,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
302,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
303,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
304,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
305,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
306,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
307,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
308,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
309,1.2541852371545015,1.2541852371545015,1.324236647956593,1.2541852371545015,1.1049010632691263,1.4448044947624212,0.926506603289533,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
310,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
311,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
312,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
313,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
314,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
315,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
316,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
317,0.7088329479943613,0.7088329479943613,0.9138242889341586,0.7088329479943613,0.6253112109806898,0.9906979855077475,0.45056120886630463,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated,Not-violated
318,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
319,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
320,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
321,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
322,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
323,0.6800829048357611,0.6800829048357611,0.8990737637631184,0.6800829048357611,d/0,0.9185114024063005,-0.0,Not-violated,Not-violated,Not-violated,NA -> d/0,Not-violated,Not-violated
324,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
325,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
326,,,,,,,1.3322449224385329,Violated,Violated,Violated,Violated,Violated,Violated
327,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
328,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
329,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
330,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
331,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
332,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
333,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
334,d/0,d/0,,d/0,,,,NA -> d/0,something happend,NA -> d/0,something happend,something happend,something happend
335,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
336,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
337,,,,,d/0,,1.6352882360257543,Violated,Violated,Violated,NA -> d/0,Violated,Violated
338,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
339,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
340,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
341,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
342,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
343,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
344,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
345,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
346,,,,,,,0.6172417697303416,Violated,Violated,Violated,Violated,Violated,Violated
347,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
348,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
349,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
350,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
351,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
352,,,,,,d/0,,Violated,Violated,Violated,Violated,NA -> d/0,Violated
353,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
354,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
355,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
356,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
357,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
358,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
359,,,,,d/0,,,Violated,Violated,Violated,NA -> d/0,Violated,Violated
360,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
361,,,,,,,,Violated,Violated,Violated,Violated,Violated,Violated
