,output_testInput,output_MR1,output_MR2,output_MR3,output_MR4,output_MR5,output_MR6
0,8.295610338173615,8.295610338173615,9.953008157489355,24.886831014520844,0.12054568129277735,7.621452607000099,8.06480572553109
1,8.319298249017681,8.319298249017681,7.944156577734433,24.957894747053043,0.12020244616058881,7.323454947705433,d/0
2,0.0,0.0,5.104396936212733,0.0,d/0,0.0,0.0
3,d/0,d/0,d/0,d/0,d/0,d/0,9.272364371659405
4,10.25985568006018,10.25985568006018,10.05621729010674,30.77956704018054,0.09746725796317124,8.607017397510557,9.168852814894795
5,7.237973124300257,7.237973124300257,0.0,21.713919372900772,0.1381602256290053,6.825229387801658,7.256610396104805
6,d/0,d/0,2.0,d/0,d/0,d/0,1.7099759466766968
7,0.0,0.0,9.164979970434374,0.0,d/0,0.0,0.0
8,10.343929339107168,10.343929339107168,11.126947766705129,31.031788017321507,0.09667506100952138,9.330147744963108,d/0
9,0.0,0.0,d/0,0.0,d/0,0.0,0.0
10,d/0,d/0,0.0,d/0,d/0,d/0,6.415068659991652
11,8.802840841123947,8.802840841123947,7.678251633181502,26.40852252337184,0.11359969105976929,7.694584092683816,d/0
12,7.799127537834026,7.799127537834026,d/0,23.397382613502074,0.12821947003765283,6.921184498150833,10.982984214459734
13,0.0,0.0,d/0,0.0,d/0,0.0,0.0
14,d/0,d/0,d/0,d/0,d/0,d/0,9.51479509607133
15,d/0,d/0,d/0,d/0,d/0,d/0,10.374215473370146
16,d/0,d/0,d/0,d/0,d/0,d/0,d/0
17,d/0,d/0,d/0,d/0,d/0,d/0,7.011225167452052
18,d/0,d/0,0.0,d/0,d/0,d/0,9.58126316008031
19,d/0,d/0,6.549840092087097,d/0,d/0,d/0,d/0
20,0.0,0.0,d/0,0.0,d/0,0.0,0.0
21,d/0,d/0,0.0,d/0,d/0,d/0,5.04741226405622
22,11.25703056535986,11.25703056535986,14.492784701219328,33.77109169607958,0.08883337343513428,9.319242612201165,10.628949962490726
23,10.955819857799689,10.955819857799689,11.510331633533038,32.86745957339907,0.09127568843928902,9.48729177868207,10.378830988760653
24,d/0,d/0,0.0,d/0,d/0,d/0,8.428860038573351
25,d/0,d/0,d/0,d/0,d/0,d/0,d/0
26,14.304414913032128,14.304414913032128,14.385276258921214,42.913244739096385,0.06990848670007073,11.767290993229969,d/0
27,d/0,d/0,d/0,d/0,d/0,d/0,6.602543224075954
28,0.0,0.0,d/0,0.0,d/0,0.0,0.0
29,7.530518788047058,7.530518788047058,d/0,22.591556364141173,0.1327929759009597,6.712154448675642,d/0
30,9.035989452818125,9.035989452818125,8.091543557265393,27.10796835845437,0.11066856655690195,7.719122537984522,d/0
31,8.55847119971466,8.55847119971466,9.029068551570951,25.67541359914398,0.1168432979017057,7.507352811216377,9.715210775973354
32,d/0,d/0,3.739265782162326,d/0,d/0,d/0,d/0
33,d/0,d/0,d/0,d/0,d/0,d/0,d/0
34,7.664873624982402,7.664873624982402,0.0,22.99462087494721,0.13046529518583555,7.0885328031283,d/0
35,d/0,d/0,0.0,d/0,d/0,d/0,d/0
36,0.0,0.0,d/0,0.0,d/0,0.0,0.0
37,0.0,0.0,0.0,0.0,d/0,0.0,0.0
38,d/0,d/0,d/0,d/0,d/0,d/0,d/0
39,8.949209366733054,8.949209366733054,d/0,26.847628100199163,0.11174171470666425,8.277136912857802,d/0
40,d/0,d/0,0.0,d/0,d/0,d/0,9.316813937030757
41,d/0,d/0,d/0,d/0,d/0,d/0,d/0
42,0.0,0.0,8.147851048420982,0.0,d/0,0.0,0.0
43,0.0,0.0,0.0,0.0,d/0,0.0,0.0
44,d/0,d/0,d/0,d/0,d/0,d/0,d/0
45,0.0,0.0,6.804637590492615,0.0,d/0,0.0,0.0
46,d/0,d/0,d/0,d/0,d/0,d/0,13.038404810405298
47,0.0,0.0,0.0,0.0,d/0,0.0,0.0
48,d/0,d/0,d/0,d/0,d/0,d/0,d/0
49,d/0,d/0,d/0,d/0,d/0,d/0,d/0
50,6.611489018457944,6.611489018457944,11.696070952851462,19.834467055373832,0.15125185825384693,5.426312166533632,4.123105625617661
51,12.25330851865529,12.25330851865529,14.191833903822534,36.75992555596587,0.08161061141339702,10.644864977906172,12.163039594539077
52,d/0,d/0,0.0,d/0,d/0,d/0,8.64967032660101
53,2.892507608519078,2.892507608519078,d/0,8.677522825557233,0.34572078460736894,2.913693458576192,4.121285299808556
54,d/0,d/0,d/0,d/0,d/0,d/0,d/0
55,d/0,d/0,8.262110264565734,d/0,d/0,d/0,8.085646434159726
56,4.716646743864124,4.716646743864124,0.0,14.149940231592373,0.2120150298118887,4.485374124923138,4.557243374236977
57,d/0,d/0,d/0,d/0,d/0,d/0,12.707470752764678
58,d/0,d/0,0.0,d/0,d/0,d/0,d/0
59,d/0,d/0,5.815720090704502,d/0,d/0,d/0,8.235443557553255
60,d/0,d/0,d/0,d/0,d/0,d/0,6.478289121557536
61,d/0,d/0,6.473688385797983,d/0,d/0,d/0,d/0
62,d/0,d/0,d/0,d/0,d/0,d/0,d/0
63,0.0,0.0,6.949719803780191,0.0,d/0,0.0,0.0
64,0.0,0.0,d/0,0.0,d/0,0.0,d/0
65,d/0,d/0,0.0,d/0,d/0,d/0,7.570813130396235
66,6.425078198836381,6.425078198836381,0.0,19.275234596509144,0.15564012904119556,6.059482828292947,6.231212919325866
67,0.0,0.0,0.0,0.0,d/0,0.0,0.0
68,d/0,d/0,d/0,d/0,d/0,d/0,d/0
69,0.0,0.0,0.0,0.0,d/0,0.0,0.0
70,9.49345712736943,9.49345712736943,8.875621761741039,28.480371382108295,0.10533570505701466,7.835027714120716,8.614865133077702
71,0.0,0.0,d/0,0.0,d/0,0.0,0.0
72,d/0,d/0,8.388731801723948,d/0,d/0,d/0,d/0
73,d/0,d/0,d/0,d/0,d/0,d/0,d/0
74,10.989654836671347,10.989654836671347,11.26925298904503,32.96896451001404,0.09099466860079199,8.476400975448774,d/0
75,5.216930942979164,5.216930942979164,d/0,15.65079282893749,0.19168358007737207,4.82044794645428,5.073034963271472
76,d/0,d/0,d/0,d/0,d/0,d/0,d/0
77,0.0,0.0,7.838935360043032,0.0,d/0,0.0,0.0
78,d/0,d/0,d/0,d/0,d/0,d/0,9.97490569933681
79,0.0,0.0,7.3203302524302885,0.0,d/0,0.0,0.0
