,output_testInput,output_MR1,output_MR2,output_MR3,output_MR4,output_MR5,output_MR6
185,-20,-20,-17,-60,-0.1666666667,-20,-20
186,-18,-18,-15,-54,d/0,-18,-18
187,-15,-15,-12,-45,d/0,-15,-10
188,-19,-19,-16,-57,-1.0,-19,-19
189,-19,-19,-16,-57,-0.3333333333,-19,-19
190,-20,-20,-17,-60,-1.0,-20,-20
191,-18,-18,-15,-54,d/0,-18,-18
192,-19,-19,-16,-57,d/0,-19,-19
193,-13,-13,-10,-39,d/0,-13,-13
194,-17,-17,-14,-51,-0.25,-17,-17
195,-13,-13,-10,-39,-0.0769230769,-13,-13
196,-13,-13,-10,-39,d/0,-13,-13
197,-20,-20,-17,-60,-0.0769230769,-20,-13
198,-19,-19,-16,-57,-0.2,-19,-19
199,-20,-20,-17,-60,-0.1666666667,-20,-20
200,-18,-18,-15,-54,-0.1,-18,-18
201,-20,-20,-17,-60,-0.2,-20,-20
202,-20,-20,-17,-60,-0.0555555556,-20,-18
203,-20,-20,-17,-60,-0.1428571429,-20,-20
204,-15,-15,-12,-45,-0.2,-15,-15
205,-19,-19,-16,-57,-0.1428571429,-19,-19
206,-18,-18,-15,-54,d/0,-18,-18
207,-14,-14,-11,-42,-0.125,-14,-14
208,-20,-20,-17,-60,-0.5,-20,-20
209,-6,-6,-3,-18,-1.0,-6,-1
210,-19,-19,-16,-57,-1.0,-19,-19
211,1,1,4,3,0.0714285714,1,3
212,-10,-10,-7,-30,d/0,-10,-10
213,-16,-16,-13,-48,d/0,-16,-16
214,-13,-13,-10,-39,-0.3333333333,-13,-13
215,-11,-11,-8,-33,-1.0,-11,-8
216,-17,-17,-14,-51,-0.3333333333,-17,-17
217,-17,-17,-14,-51,-0.125,-17,-17
218,-5,-5,-2,-15,d/0,-5,-5
219,-17,-17,-14,-51,-0.2,-17,-17
220,-17,-17,-14,-51,-0.0714285714,-17,-17
221,-12,-12,-9,-36,d/0,-12,-12
222,-4,-4,-1,-12,-0.25,-4,-4
223,-12,-12,-9,-36,d/0,-12,-12
224,-19,-19,-16,-57,-0.5,-19,-19
225,-13,-13,-10,-39,-0.3333333333,-13,-13
226,-19,-19,-16,-57,d/0,-19,-2
227,-16,-16,-13,-48,-0.5,-16,-16
228,-17,-17,-14,-51,-1.0,-17,-17
229,-15,-15,-12,-45,-0.3333333333,-15,-15
230,-19,-19,-16,-57,-0.5,-19,-19
231,-11,-11,-8,-33,-0.0909090909,-11,-11
232,-18,-18,-15,-54,-0.0909090909,-18,-18
233,-18,-18,-15,-54,-0.125,-18,-18
234,-19,-19,-16,-57,-0.1,-19,-19
235,-19,-19,-16,-57,-0.125,-19,-19
236,-19,-19,-16,-57,-0.1666666667,-19,-19
237,-18,-18,-15,-54,-0.2,-18,-18
238,-19,-19,-16,-57,-0.1111111111,-19,-9
239,-12,-12,-9,-36,-0.125,-12,-12
240,-20,-20,-17,-60,d/0,-20,-20
241,-15,-15,-12,-45,d/0,-15,-14
242,-17,-17,-14,-51,-0.3333333333,-17,-17
243,2,2,5,6,0.1666666667,2,3
244,-16,-16,-13,-48,d/0,-16,-16
245,-14,-14,-11,-42,-0.1428571429,-14,-14
246,-19,-19,-16,-57,d/0,-19,-19
247,-7,-7,-4,-21,-0.1428571429,-7,-7
248,-19,-19,-16,-57,-0.5,-19,-19
249,-17,-17,-14,-51,-0.0714285714,-17,-17
250,-18,-18,-15,-54,-0.3333333333,-18,-18
251,-19,-19,-16,-57,d/0,-19,-19
252,-15,-15,-12,-45,-0.3333333333,-15,-7
253,-19,-19,-16,-57,-0.0769230769,-19,-19
254,-17,-17,-14,-51,-0.1666666667,-17,-17
255,-15,-15,-12,-45,-1.0,-15,-15
256,-20,-20,-17,-60,-0.0909090909,-20,-20
257,-20,-20,-17,-60,-1.0,-20,-11
258,-10,-10,-7,-30,-1.0,-10,-10
259,-17,-17,-14,-51,-0.25,-17,-17
260,-17,-17,-14,-51,-0.125,-17,-17
261,-16,-16,-13,-48,-0.25,-16,-16
262,-20,-20,-17,-60,-1.0,-20,-20
263,-20,-20,-17,-60,-0.25,-20,-19
264,-20,-20,-17,-60,-0.2,-20,-20
265,-17,-17,-14,-51,-0.1666666667,-17,-17
266,-17,-17,-14,-51,-0.1428571429,-17,-17
267,-5,-5,-2,-15,-0.25,-5,-5
268,-15,-15,-12,-45,-0.3333333333,-15,-13
269,-16,-16,-13,-48,-0.0625,-16,-16
270,-4,-4,-1,-12,-0.5,-4,-4
271,-13,-13,-10,-39,-0.125,-13,-13
272,-18,-18,-15,-54,-0.0555555556,-18,-18
273,-13,-13,-10,-39,-0.5,-13,-13
274,-18,-18,-15,-54,-0.25,-18,-17
275,-19,-19,-16,-57,-0.3333333333,-19,-19
276,-19,-19,-16,-57,-0.25,-19,-4
277,-18,-18,-15,-54,d/0,-18,-18
278,-16,-16,-13,-48,-0.0625,-16,-16
279,-19,-19,-16,-57,-1.0,-19,-19
280,-16,-16,-13,-48,-0.3333333333,-16,-16
281,-18,-18,-15,-54,d/0,-18,-18
282,-8,-8,-5,-24,-1.0,-8,-1
283,-19,-19,-16,-57,-1.0,-19,-19
284,-17,-17,-14,-51,d/0,-17,-17
285,-15,-15,-12,-45,-0.2,-15,-15
286,10,10,13,30,0.0555555556,3,10
287,-15,-15,-12,-45,-0.1111111111,-15,-12
288,-19,-19,-16,-57,-0.2,-19,-19
289,-20,-20,-17,-60,-0.5,-20,-20
290,-19,-19,-16,-57,d/0,-19,-19
291,-16,-16,-13,-48,d/0,-16,-16
292,-18,-18,-15,-54,-0.2,-18,-18
293,-16,-16,-13,-48,-1.0,-16,-16
294,-15,-15,-12,-45,-0.3333333333,-15,-3
295,-6,-6,-3,-18,-1.0,-6,-2
296,-14,-14,-11,-42,-0.3333333333,-14,-14
297,-20,-20,-17,-60,-0.3333333333,-20,-20
298,-17,-17,-14,-51,-0.1666666667,-17,-17
299,-3,-3,0,-9,d/0,-3,-3
300,-9,-9,-6,-27,-0.25,-9,-9
301,-20,-20,-17,-60,-0.5,-20,-20
302,-15,-15,-12,-45,-0.125,-15,-15
303,-14,-14,-11,-42,-0.1428571429,-14,-14
304,-20,-20,-17,-60,-0.25,-20,-12
305,-19,-19,-16,-57,-1.0,-19,-19
306,-19,-19,-16,-57,-0.3333333333,-19,-19
307,-18,-18,-15,-54,d/0,-18,-18
308,-18,-18,-15,-54,-1.0,-18,-18
309,2,2,5,6,0.0909090909,2,2
310,-8,-8,-5,-24,-0.2,-8,-8
311,-14,-14,-11,-42,-0.1428571429,-14,-14
312,-7,-7,-4,-21,-0.25,-7,-7
313,-15,-15,-12,-45,-0.1428571429,-15,-10
314,-17,-17,-14,-51,-0.2,-17,-17
315,-14,-14,-11,-42,d/0,-14,-14
316,-18,-18,-15,-54,-1.0,-18,-18
317,1,1,4,3,0.0625,1,1
318,-19,-19,-16,-57,d/0,-19,-19
319,-15,-15,-12,-45,-0.0909090909,-15,-15
320,-20,-20,-17,-60,-0.0625,-20,-20
321,-16,-16,-13,-48,-0.2,-16,-16
322,-13,-13,-10,-39,-0.3333333333,-13,-13
323,0,0,3,0,d/0,0,0
324,-17,-17,-14,-51,d/0,-17,-17
325,-19,-19,-16,-57,-0.0526315789,-19,-19
326,-5,-5,-2,-15,-0.5,-5,-5
327,-15,-15,-12,-45,-1.0,-15,-8
328,-19,-19,-16,-57,-0.1666666667,-19,-19
329,-17,-17,-14,-51,d/0,-17,-15
330,-20,-20,-17,-60,-0.0714285714,-20,-20
331,-12,-12,-9,-36,-0.3333333333,-12,-12
332,-18,-18,-15,-54,d/0,-18,-18
333,-20,-20,-17,-60,-0.2,-20,-20
334,-14,-14,-11,-42,-0.25,-14,-14
335,-8,-8,-5,-24,d/0,-8,-8
336,-14,-14,-11,-42,d/0,-14,-14
337,-4,-4,-1,-12,d/0,-4,0
338,-13,-13,-10,-39,-0.0909090909,-13,-11
339,-13,-13,-10,-39,d/0,-13,-13
340,-18,-18,-15,-54,-0.3333333333,-18,-12
341,-20,-20,-17,-60,-0.1,-20,-20
342,-17,-17,-14,-51,-0.3333333333,-17,-17
343,-18,-18,-15,-54,-0.0555555556,-18,-18
344,-18,-18,-15,-54,d/0,-18,-18
345,-15,-15,-12,-45,d/0,-15,-15
346,-18,-18,-15,-54,-0.125,-18,-18
347,-11,-11,-8,-33,-1.0,-11,-11
348,-12,-12,-9,-36,-0.125,-12,-12
349,-13,-13,-10,-39,-0.5,-13,-13
350,-19,-19,-16,-57,-0.3333333333,-19,-19
351,-7,-7,-4,-21,-0.1428571429,-7,-7
352,-11,-11,-8,-33,-1.0,-11,-11
353,-19,-19,-16,-57,-0.5,-19,-19
354,-20,-20,-17,-60,-1.0,-20,-20
355,-20,-20,-17,-60,-0.0666666667,-20,-20
356,-18,-18,-15,-54,-0.5,-18,-18
357,-20,-20,-17,-60,-0.1,-20,-20
358,-8,-8,-5,-24,d/0,-8,-8
359,-11,-11,-8,-33,d/0,-11,-11
360,-13,-13,-10,-39,-0.125,-13,-13
361,-18,-18,-15,-54,-0.5,-18,-18
362,6,6,9,18,0.0769230769,3,6
363,-18,-18,-15,-54,-0.1428571429,-18,-18
364,-13,-13,-10,-39,-0.5,-13,-13
365,-19,-19,-16,-57,-0.5,-19,-19
366,-20,-20,-17,-60,-0.25,-20,-20
367,-17,-17,-14,-51,d/0,-17,-7
368,-18,-18,-15,-54,d/0,-18,-18
369,-15,-15,-12,-45,d/0,-15,-11
370,-20,-20,-17,-60,-0.125,-20,-20
371,-14,-14,-11,-42,-0.0833333333,-14,-14
372,-13,-13,-10,-39,-0.0769230769,-13,-13
373,-19,-19,-16,-57,-0.5,-19,-19
374,-16,-16,-13,-48,d/0,-16,-16
375,-17,-17,-14,-51,-0.0625,-17,-17
376,-13,-13,-10,-39,-0.0769230769,-13,-13
377,-18,-18,-15,-54,-0.125,-18,-18
378,-19,-19,-16,-57,-0.2,-19,-19
379,-19,-19,-16,-57,-0.0714285714,-19,-19
380,-11,-11,-8,-33,d/0,-11,-11
381,-13,-13,-10,-39,d/0,-13,-13
382,-16,-16,-13,-48,d/0,-16,-16
383,-18,-18,-15,-54,-0.3333333333,-18,-18
384,-19,-19,-16,-57,-0.125,-19,-19
385,-18,-18,-15,-54,-0.5,-18,-18
386,-20,-20,-17,-60,d/0,-20,-20
387,-17,-17,-14,-51,-0.1,-17,-17
388,-17,-17,-14,-51,-1.0,-17,-17
389,-17,-17,-14,-51,-1.0,-17,-17
390,-20,-20,-17,-60,-1.0,-20,-20
391,-17,-17,-14,-51,-0.1666666667,-17,-17
392,-20,-20,-17,-60,-1.0,-20,-20
393,-12,-12,-9,-36,-0.1111111111,-12,-12
394,-15,-15,-12,-45,-1.0,-15,-15
395,-13,-13,-10,-39,-0.5,-13,-13
396,-16,-16,-13,-48,-0.3333333333,-16,-16
397,-19,-19,-16,-57,-0.5,-19,-19
398,-19,-19,-16,-57,-0.0833333333,-19,-19
399,-16,-16,-13,-48,-1.0,-16,-16
400,-17,-17,-14,-51,-0.5,-17,-17
401,-14,-14,-11,-42,-0.1111111111,-14,-14
402,-16,-16,-13,-48,-0.2,-16,-16
403,-20,-20,-17,-60,-0.1428571429,-20,-7
404,-17,-17,-14,-51,d/0,-17,-17
405,-20,-20,-17,-60,-0.1,-20,-20
406,-14,-14,-11,-42,-0.125,-14,-14
407,-11,-11,-8,-33,d/0,-11,-11
408,-13,-13,-10,-39,d/0,-13,-13
409,-17,-17,-14,-51,d/0,-17,-17
410,-20,-20,-17,-60,-0.1666666667,-20,-20
411,-16,-16,-13,-48,d/0,-16,-16
412,-3,-3,0,-9,-0.3333333333,-3,-3
413,-16,-16,-13,-48,-0.0714285714,-16,-16
414,-7,-7,-4,-21,-0.1428571429,-7,4
415,-15,-15,-12,-45,d/0,-15,-15
416,-20,-20,-17,-60,-0.25,-20,-20
417,-16,-16,-13,-48,d/0,-16,-16
418,-19,-19,-16,-57,-1.0,-19,-19
419,-20,-20,-17,-60,d/0,-20,-20
420,-12,-12,-9,-36,d/0,-12,0
421,-20,-20,-17,-60,-0.1666666667,-20,-11
422,-20,-20,-17,-60,d/0,-20,-18
423,-6,-6,-3,-18,-0.3333333333,-6,-3
424,-17,-17,-14,-51,-0.5,-17,-17
425,-20,-20,-17,-60,-0.3333333333,-20,-20
426,-19,-19,-16,-57,-0.5,-19,-19
427,-20,-20,-17,-60,d/0,-20,-20
428,-20,-20,-17,-60,-0.5,-20,-20
429,-15,-15,-12,-45,-0.0666666667,-15,-15
430,-5,-5,-2,-15,-1.0,-5,-1
431,-20,-20,-17,-60,-0.0769230769,-20,-20
432,-15,-15,-12,-45,-0.1666666667,-15,-15
433,-19,-19,-16,-57,d/0,-19,-19
434,-18,-18,-15,-54,-1.0,-18,-18
435,-18,-18,-15,-54,-0.125,-18,-18
436,-19,-19,-16,-57,-0.0625,-19,-19
437,-20,-20,-17,-60,d/0,-20,-20
438,-19,-19,-16,-57,-0.3333333333,-19,-19
439,-15,-15,-12,-45,d/0,-15,-15
440,-20,-20,-17,-60,-0.25,-20,-20
441,-17,-17,-14,-51,d/0,-17,-17
442,-15,-15,-12,-45,-0.0666666667,-15,-15
443,-19,-19,-16,-57,-0.3333333333,-19,-19
444,-17,-17,-14,-51,-0.3333333333,-17,-17
445,-18,-18,-15,-54,-1.0,-18,-18
446,-20,-20,-17,-60,-0.3333333333,-20,-20
447,-4,-4,-1,-12,-0.25,-4,11
448,-19,-19,-16,-57,d/0,-19,-19
449,-20,-20,-17,-60,d/0,-20,-20
450,-20,-20,-17,-60,-0.2,-20,-18
451,-17,-17,-14,-51,-1.0,-17,-17
452,-19,-19,-16,-57,-0.1,-19,-19
453,-15,-15,-12,-45,-0.5,-15,-15
454,-19,-19,-16,-57,-0.1428571429,-19,-19
455,-13,-13,-10,-39,d/0,-13,-13
456,-19,-19,-16,-57,-0.3333333333,-19,-19
457,-20,-20,-17,-60,d/0,-20,-17
458,-17,-17,-14,-51,-0.1666666667,-17,-17
459,-16,-16,-13,-48,-0.1666666667,-16,-15
460,-16,-16,-13,-48,-1.0,-16,-16
461,-20,-20,-17,-60,-0.2,-20,-20
462,-17,-17,-14,-51,-0.1666666667,-17,-17
463,-18,-18,-15,-54,-0.0625,-18,-18
464,-11,-11,-8,-33,-1.0,-11,-11
465,-20,-20,-17,-60,-0.5,-20,-20
466,-18,-18,-15,-54,d/0,-18,-18
467,-7,-7,-4,-21,-0.5,-7,-7
468,-18,-18,-15,-54,-0.1428571429,-18,-18
469,-20,-20,-17,-60,-1.0,-20,-20
470,-15,-15,-12,-45,d/0,-15,-15
471,-16,-16,-13,-48,-0.0625,-16,5
472,-14,-14,-11,-42,-1.0,-14,-14
473,-20,-20,-17,-60,-0.0555555556,-20,-18
474,-19,-19,-16,-57,-0.3333333333,-19,-19
475,3,3,6,9,0.1,3,4
476,-12,-12,-9,-36,-0.1111111111,-12,-12
477,-20,-20,-17,-60,d/0,-20,-20
478,-9,-9,-6,-27,-0.3333333333,-9,-7
479,-17,-17,-14,-51,-0.3333333333,-17,-17
480,-14,-14,-11,-42,-0.0909090909,-14,-14
481,-11,-11,-8,-33,-0.25,-11,-11
482,1,1,4,3,0.0526315789,1,1
483,-10,-10,-7,-30,d/0,-10,-10
484,-17,-17,-14,-51,-0.25,-17,-17
485,-20,-20,-17,-60,-0.25,-20,-18
486,-20,-20,-17,-60,-1.0,-20,-20
487,-16,-16,-13,-48,-1.0,-16,-16
488,-20,-20,-17,-60,-0.1666666667,-20,-20
489,-15,-15,-12,-45,-0.5,-15,-15
490,-13,-13,-10,-39,-0.5,-13,-13
491,-15,-15,-12,-45,-1.0,-15,-15
492,-20,-20,-17,-60,-0.05,-20,12
493,-17,-17,-14,-51,-1.0,-17,-17
494,-19,-19,-16,-57,-1.0,-19,-14
495,-11,-11,-8,-33,-0.0909090909,-11,10
496,-10,-10,-7,-30,d/0,-10,-10
497,-14,-14,-11,-42,-0.1666666667,-14,-14
498,-6,-6,-3,-18,-0.3333333333,-6,-6
499,-10,-10,-7,-30,d/0,-10,-10
500,-18,-18,-15,-54,d/0,-18,-18
501,-11,-11,-8,-33,-0.5,-11,-11
502,-13,-13,-10,-39,-1.0,-13,-13
503,-18,-18,-15,-54,d/0,-18,-18
504,-15,-15,-12,-45,-0.125,-15,-15
505,-10,-10,-7,-30,-0.1428571429,-10,-10
506,-13,-13,-10,-39,-0.0769230769,-13,-13
507,-17,-17,-14,-51,-0.1,-17,-17
508,-16,-16,-13,-48,-0.0833333333,-16,-12
509,-4,-4,-1,-12,-0.25,-4,-4
510,-15,-15,-12,-45,d/0,-15,-15
511,-16,-16,-13,-48,-0.125,-16,-8
512,-20,-20,-17,-60,d/0,-20,-20
513,-15,-15,-12,-45,-0.0666666667,-15,-15
514,-6,-6,-3,-18,d/0,-6,-6
515,-19,-19,-16,-57,d/0,-19,-19
516,-16,-16,-13,-48,-0.2,-16,-5
517,-18,-18,-15,-54,-1.0,-18,-18
518,-19,-19,-16,-57,-0.2,-19,-19
519,-15,-15,-12,-45,-0.3333333333,-15,-15
520,-20,-20,-17,-60,-1.0,-20,-20
521,-19,-19,-16,-57,-0.2,-19,-19
522,-20,-20,-17,-60,-1.0,-20,-17
523,-18,-18,-15,-54,d/0,-18,-18
524,-15,-15,-12,-45,-0.2,-15,-15
525,2,2,5,6,0.0555555556,2,2
526,-4,-4,-1,-12,d/0,-4,0
527,-20,-20,-17,-60,-1.0,-20,-20
528,-16,-16,-13,-48,-0.3333333333,-16,-16
529,-9,-9,-6,-27,-0.1111111111,-9,5
530,-19,-19,-16,-57,-0.125,-19,-19
531,-17,-17,-14,-51,d/0,-17,-17
532,-8,-8,-5,-24,d/0,-8,-8
533,-16,-16,-13,-48,-1.0,-16,-16
534,-6,-6,-3,-18,-1.0,-6,-6
535,-6,-6,-3,-18,-0.1666666667,-6,-6
536,-16,-16,-13,-48,d/0,-16,-16
537,-14,-14,-11,-42,-0.1,-14,-14
538,-18,-18,-15,-54,-0.1428571429,-18,-18
539,-15,-15,-12,-45,d/0,-15,0
540,-20,-20,-17,-60,-0.0625,-20,-20
541,-20,-20,-17,-60,d/0,-20,-20
542,-20,-20,-17,-60,-0.3333333333,-20,-20
543,-19,-19,-16,-57,d/0,-19,-19
544,-20,-20,-17,-60,-0.3333333333,-20,-20
